C:\Users\jaysh\Desktop\Data\IMG\center_2020_12_15_16_11_19_202.jpg,C:\Users\jaysh\Desktop\Data\IMG\left_2020_12_15_16_11_19_202.jpg,C:\Users\jaysh\Desktop\Data\IMG\right_2020_12_15_16_11_19_202.jpg,0,0,0,8.692487E-05
C:\Users\jaysh\Desktop\Data\IMG\center_2020_12_15_16_11_19_298.jpg,C:\Users\jaysh\Desktop\Data\IMG\left_2020_12_15_16_11_19_298.jpg,C:\Users\jaysh\Desktop\Data\IMG\right_2020_12_15_16_11_19_298.jpg,0,0,0,0.0001135714
C:\Users\jaysh\Desktop\Data\IMG\center_2020_12_15_16_11_19_395.jpg,C:\Users\jaysh\Desktop\Data\IMG\left_2020_12_15_16_11_19_395.jpg,C:\Users\jaysh\Desktop\Data\IMG\right_2020_12_15_16_11_19_395.jpg,0,0,0,0.0001416157
C:\Users\jaysh\Desktop\Data\IMG\center_2020_12_15_16_11_19_493.jpg,C:\Users\jaysh\Desktop\Data\IMG\left_2020_12_15_16_11_19_493.jpg,C:\Users\jaysh\Desktop\Data\IMG\right_2020_12_15_16_11_19_493.jpg,0,0,0,0.0002409497
C:\Users\jaysh\Desktop\Data\IMG\center_2020_12_15_16_11_19_590.jpg,C:\Users\jaysh\Desktop\Data\IMG\left_2020_12_15_16_11_19_590.jpg,C:\Users\jaysh\Desktop\Data\IMG\right_2020_12_15_16_11_19_590.jpg,0,0,0,2.518701E-05
C:\Users\jaysh\Desktop\Data\IMG\center_2020_12_15_16_11_19_688.jpg,C:\Users\jaysh\Desktop\Data\IMG\left_2020_12_15_16_11_19_688.jpg,C:\Users\jaysh\Desktop\Data\IMG\right_2020_12_15_16_11_19_688.jpg,0,0,0,3.089815E-05
C:\Users\jaysh\Desktop\Data\IMG\center_2020_12_15_16_11_19_781.jpg,C:\Users\jaysh\Desktop\Data\IMG\left_2020_12_15_16_11_19_781.jpg,C:\Users\jaysh\Desktop\Data\IMG\right_2020_12_15_16_11_19_781.jpg,0,0,0,9.725513E-05
C:\Users\jaysh\Desktop\Data\IMG\center_2020_12_15_16_11_19_878.jpg,C:\Users\jaysh\Desktop\Data\IMG\left_2020_12_15_16_11_19_878.jpg,C:\Users\jaysh\Desktop\Data\IMG\right_2020_12_15_16_11_19_878.jpg,0,0,0,7.634742E-05
C:\Users\jaysh\Desktop\Data\IMG\center_2020_12_15_16_11_19_975.jpg,C:\Users\jaysh\Desktop\Data\IMG\left_2020_12_15_16_11_19_975.jpg,C:\Users\jaysh\Desktop\Data\IMG\right_2020_12_15_16_11_19_975.jpg,0,0,0,0.0001029925
C:\Users\jaysh\Desktop\Data\IMG\center_2020_12_15_16_11_20_073.jpg,C:\Users\jaysh\Desktop\Data\IMG\left_2020_12_15_16_11_20_073.jpg,C:\Users\jaysh\Desktop\Data\IMG\right_2020_12_15_16_11_20_073.jpg,0,0,0,0.0001296389
C:\Users\jaysh\Desktop\Data\IMG\center_2020_12_15_16_11_20_175.jpg,C:\Users\jaysh\Desktop\Data\IMG\left_2020_12_15_16_11_20_175.jpg,C:\Users\jaysh\Desktop\Data\IMG\right_2020_12_15_16_11_20_175.jpg,0,0,0,0.0001566851
C:\Users\jaysh\Desktop\Data\IMG\center_2020_12_15_16_11_20_266.jpg,C:\Users\jaysh\Desktop\Data\IMG\left_2020_12_15_16_11_20_266.jpg,C:\Users\jaysh\Desktop\Data\IMG\right_2020_12_15_16_11_20_266.jpg,0,0,0,0.000151567
C:\Users\jaysh\Desktop\Data\IMG\center_2020_12_15_16_11_20_366.jpg,C:\Users\jaysh\Desktop\Data\IMG\left_2020_12_15_16_11_20_366.jpg,C:\Users\jaysh\Desktop\Data\IMG\right_2020_12_15_16_11_20_366.jpg,0,0,0,0.0002628708
C:\Users\jaysh\Desktop\Data\IMG\center_2020_12_15_16_11_20_462.jpg,C:\Users\jaysh\Desktop\Data\IMG\left_2020_12_15_16_11_20_462.jpg,C:\Users\jaysh\Desktop\Data\IMG\right_2020_12_15_16_11_20_462.jpg,0,0,0,0.0002932761
C:\Users\jaysh\Desktop\Data\IMG\center_2020_12_15_16_11_20_558.jpg,C:\Users\jaysh\Desktop\Data\IMG\left_2020_12_15_16_11_20_558.jpg,C:\Users\jaysh\Desktop\Data\IMG\right_2020_12_15_16_11_20_558.jpg,0,0,0,4.809182E-05
C:\Users\jaysh\Desktop\Data\IMG\center_2020_12_15_16_11_20_677.jpg,C:\Users\jaysh\Desktop\Data\IMG\left_2020_12_15_16_11_20_677.jpg,C:\Users\jaysh\Desktop\Data\IMG\right_2020_12_15_16_11_20_677.jpg,0,0.3587667,0,0.3965874
C:\Users\jaysh\Desktop\Data\IMG\center_2020_12_15_16_11_20_766.jpg,C:\Users\jaysh\Desktop\Data\IMG\left_2020_12_15_16_11_20_766.jpg,C:\Users\jaysh\Desktop\Data\IMG\right_2020_12_15_16_11_20_766.jpg,0,0.5894151,0,0.886833
